Experiences Offered;Review Scores Communication;Review Scores Location;Review Scores Value;Review Scores Rating;Review Scores Accuracy;Jurisdiction Names;Cancellation Policy;Calculated host listings count;Reviews per Month;Host Neighbourhood;Host Total Listings Count;Latitude;Longitude;Property Type;Room Type;Bathrooms;Bedrooms;Beds;Bed Type;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews
none;10.0;10.0;9.0;94.0;9.0;None;strict;1.0;0.92;Embajadores;1.0;40.41408600398531;-3.7033437796054387;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;394.07081545064375;150.0;0.0;30.0;3;50;3;31
none;10.0;10.0;9.0;86.0;9.0;None;strict;5.0;1.82;Malasaña;5.0;40.422403643873956;-3.708320458658904;Apartment;Shared room;1.0;1.0;4.0;Real Bed;394.07081545064375;19.0;100.0;0.0;1;19;1;17
none;10.0;10.0;9.0;87.0;9.0;None;moderate;7.0;4.48;La Latina;7.0;40.415158590211604;-3.698687790236541;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;55.0;100.0;20.0;1;0;2;59
none;10.0;10.0;10.0;80.0;10.0;None;strict;25.0;0.11;Acacias;32.0;40.42091184787337;-3.7172027020928735;Apartment;Private room;3.0;5.0;8.0;Real Bed;394.07081545064375;25.0;90.0;20.0;1;23;4;1
none;10.0;10.0;10.0;100.0;10.0;None;moderate;15.0;0.37;Barajas;15.0;40.47478169287785;-3.578965245516609;Apartment;Entire home/apt;2.0;4.0;5.0;Real Bed;394.07081545064375;250.0;0.0;0.0;5;35;1;4
none;10.0;10.0;10.0;99.0;9.0;None;flexible;1.0;0.31;Castellana;1.0;40.4363677148882;-3.685217662839032;Apartment;Private room;0.0;1.0;1.0;Real Bed;0.0;49.0;0.0;20.0;1;15;2;19
none;9.0;8.0;8.0;79.0;8.0;None;strict;2.0;0.92;San Blas;2.0;40.43729528754671;-3.631082290118615;Loft;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;60.0;100.0;0.0;1;10;4;28
none;10.0;10.0;10.0;96.0;10.0;None;strict;2.0;6.72;Sol;2.0;40.41620454357216;-3.7035051913792367;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;60.0;100.0;30.0;2;10;2;151
none;10.0;10.0;9.0;95.0;10.0;None;strict;1.0;1.83;Almagro;1.0;40.432420579646156;-3.6904852849400105;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;100.0;250.0;60.0;2;0;3;56
none;10.0;9.0;10.0;97.0;10.0;None;flexible;1.0;11.6;No data;1.0;40.43767186346301;-3.6463354430146366;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;15.0;0.0;0.0;1;0;1;46
none;0.0;0.0;0.0;0.0;0.0;None;strict;67.0;0.0;L'Antiga Esquerra de l'Eixample;207.0;40.42324196047071;-3.71070590454372;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;99.0;0.0;20.0;2;20;2;0
none;0.0;0.0;0.0;0.0;0.0;None;strict;3.0;0.0;Malasaña;3.0;40.42167005768356;-3.7053934999756817;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;28.0;0.0;10.0;1;0;6;0
none;10.0;9.0;9.0;87.0;9.0;None;moderate;1.0;0.69;Gaztambide;1.0;40.43608173395915;-3.7115864776009775;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;59.0;0.0;25.0;1;0;2;17
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.42548656958866;-3.7092285314054494;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;39.0;0.0;0.0;1;17;1;0
none;10.0;10.0;10.0;99.0;10.0;None;moderate;1.0;4.45;Palacio;1.0;40.41717797591836;-3.709419877915375;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;80.0;200.0;35.0;4;60;2;27
none;10.0;10.0;9.0;85.0;9.0;None;strict;1.0;0.33;Embajadores;1.0;40.4128664274056;-3.702030940475464;Condominium;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;72.0;300.0;20.0;1;0;3;4
none;10.0;9.0;9.0;92.0;10.0;None;moderate;1.0;3.39;Malasaña;1.0;40.42168476199242;-3.7035912418883785;Apartment;Entire home/apt;2.0;3.0;6.0;Real Bed;394.07081545064375;110.0;150.0;0.0;1;0;2;65
none;10.0;10.0;9.0;93.0;10.0;None;strict;1.0;2.33;Justicia;2.0;40.42142389693279;-3.701022925718345;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;59.0;0.0;0.0;2;0;3;138
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Centro;1.0;40.40874709281296;-3.7168539456697816;Apartment;Entire home/apt;1.0;1.0;1.0;Pull-out Sofa;394.07081545064375;60.0;100.0;10.0;1;0;6;0
none;10.0;10.0;10.0;98.0;10.0;None;strict;2.0;0.64;Bethnal Green;2.0;51.532069996483536;-0.057428901136912826;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;120.0;0.0;22.0;2;5;2;17
none;10.0;10.0;10.0;98.0;10.0;None;moderate;1.0;0.43;Palacio;1.0;40.420238453268304;-3.7100061878250052;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;394.07081545064375;240.0;0.0;80.0;1;0;3;9
none;10.0;9.0;10.0;95.0;10.0;None;strict;2.0;3.56;No data;2.0;40.43315400783854;-3.671993104379279;Apartment;Entire home/apt;2.0;3.0;5.0;Real Bed;394.07081545064375;130.0;100.0;15.0;5;20;1;12
none;10.0;10.0;9.0;94.0;9.0;None;moderate;3.0;4.84;Malasaña;3.0;40.433954998855256;-3.7001045365638787;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;40.0;0.0;10.0;1;0;2;30
none;0.0;0.0;0.0;0.0;0.0;None;strict;1.0;0.0;No data;1.0;40.42511090465912;-3.705147936204273;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;100.0;0.0;1;0;2;0
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;0.26;Jerónimos;1.0;40.40816090787782;-3.6798652884701375;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;37.0;200.0;0.0;1;0;2;5
none;10.0;9.0;9.0;80.0;9.0;None;moderate;4.0;0.14;Delicias;5.0;40.40065341091021;-3.6974609150277455;Apartment;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;45.0;0.0;20.0;2;5;1;2
none;9.0;10.0;9.0;90.0;9.0;None;strict;1.0;0.48;Lista;2.0;40.4298007516967;-3.672215354004541;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;70.0;150.0;45.0;1;0;3;9
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;0.67;Castellana;1.0;40.429346489882775;-3.685256603248369;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;70.0;0.0;40.0;2;20;1;9
none;0.0;0.0;0.0;0.0;0.0;None;strict;8.0;0.0;Cortes;8.0;40.41134759567877;-3.6968823449203696;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;42.0;0.0;0.0;2;0;1;0
none;9.0;9.0;9.0;90.0;9.0;None;flexible;2.0;1.09;Carabanchel;2.0;40.385046352672695;-3.7375901495806496;Apartment;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;30.0;0.0;0.0;1;0;1;2
none;10.0;10.0;10.0;99.0;10.0;None;moderate;1.0;3.98;Malasaña;1.0;40.426371242694266;-3.702540723146925;House;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;54.0;300.0;25.0;1;5;2;15
none;0.0;0.0;0.0;0.0;0.0;None;moderate;4.0;0.0;Nueva España;5.0;40.45937216048719;-3.681738007936064;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;64.0;150.0;40.0;1;0;60;0
none;0.0;0.0;0.0;0.0;0.0;None;strict;5.0;0.0;Cortes;6.0;40.411284625628014;-3.6959120509865055;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;64.0;400.0;60.0;1;10;2;0
none;0.0;0.0;0.0;0.0;0.0;None;strict;1.0;0.0;No data;1.0;40.46671159239713;-3.6980227032322825;House;Private room;2.0;1.0;1.0;Pull-out Sofa;394.07081545064375;30.0;94.0;20.0;1;30;1;0
none;10.0;10.0;10.0;99.0;10.0;None;flexible;2.0;6.26;Sol;2.0;40.41364036212879;-3.7075666925775717;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;54.0;100.0;30.0;2;20;1;73
none;10.0;10.0;10.0;95.0;10.0;None;flexible;1.0;1.69;No data;1.0;40.40764573068586;-3.699612061811536;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;0.0;0.0;1;10;1;48
none;0.0;0.0;0.0;0.0;0.0;None;strict;38.0;0.0;Malasaña;38.0;40.4324634916786;-3.715962447924608;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;29.0;200.0;30.0;1;0;7;0
none;10.0;10.0;10.0;100.0;10.0;None;strict;1.0;1.6;No data;1.0;40.39923514962975;-3.625611071226065;Apartment;Entire home/apt;2.0;3.0;3.0;Real Bed;394.07081545064375;79.0;0.0;20.0;1;0;2;13
none;9.0;10.0;10.0;95.0;10.0;None;flexible;1.0;1.56;No data;1.0;40.41669022602639;-3.713508439397764;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;60.0;0.0;10.0;1;0;2;13
none;10.0;10.0;10.0;93.0;9.0;None;flexible;3.0;0.15;Chamberí;3.0;40.429366741445534;-3.7111007837246235;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;115.0;0.0;33.0;2;15;5;3
none;9.0;10.0;8.0;79.0;8.0;None;strict;15.0;0.39;Malasaña;17.0;40.4211319573156;-3.7018080597855887;Apartment;Entire home/apt;2.0;3.0;6.0;Pull-out Sofa;394.07081545064375;215.0;200.0;50.0;4;10;3;23
none;10.0;10.0;10.0;98.0;10.0;None;flexible;1.0;1.15;No data;1.0;40.42848029933718;-3.708295094757682;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;28.0;0.0;0.0;1;0;1;26
none;10.0;10.0;9.0;95.0;10.0;None;strict;7.0;3.42;No data;7.0;40.421373856463816;-3.6992173849203462;Apartment;Private room;2.0;1.0;2.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;5;1;41
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.46917570649404;-3.7971137220893865;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;410.0;0.0;0.0;1;0;1;0
none;10.0;10.0;10.0;100.0;10.0;None;flexible;3.0;0.47;No data;3.0;40.45668345042375;-3.678361567282904;Other;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;55.0;0.0;0.0;1;0;2;2
none;10.0;10.0;10.0;98.0;10.0;None;strict;3.0;5.19;Argüelles;3.0;40.41856838875706;-3.703377363278356;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;78.0;150.0;25.0;2;15;2;70
none;10.0;10.0;9.0;97.0;9.0;None;strict;1.0;0.38;Aluche;1.0;40.41272611125873;-3.725229798265246;Apartment;Private room;1.0;1.0;1.0;Futon;394.07081545064375;15.0;0.0;0.0;1;0;1;6
none;0.0;0.0;0.0;0.0;0.0;None;flexible;14.0;0.0;Argüelles;14.0;40.429485201629426;-3.720223964944055;House;Private room;0.0;1.0;1.0;Real Bed;394.07081545064375;29.0;0.0;0.0;1;0;1;0
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;0.08;No data;1.0;40.4226749541091;-3.6730562093207286;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;38.0;0.0;0.0;1;0;2;2
none;9.0;9.0;9.0;88.0;10.0;None;moderate;5.0;3.84;Embajadores;6.0;40.400389085773774;-3.670670557864328;Apartment;Entire home/apt;1.0;0.0;3.0;Real Bed;394.07081545064375;32.0;0.0;15.0;2;10;1;124
none;10.0;9.0;9.0;91.0;10.0;None;moderate;1.0;5.42;No data;1.0;40.39486475895264;-3.6611607127090817;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;16.0;0.0;0.0;1;8;1;28
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Acacias;1.0;40.405397568421286;-3.7119090739641862;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;100.0;0.0;40.0;1;0;1;0
none;9.0;10.0;9.0;90.0;9.0;None;moderate;1.0;0.99;No data;1.0;40.41009520256173;-3.7035694181802152;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;45.0;0.0;19.0;1;15;1;6
none;9.0;10.0;9.0;97.0;10.0;Paris;strict;1.0;0.89;No data;1.0;48.847026485204154;2.3295154565510883;Apartment;Entire home/apt;1.0;0.0;1.0;Real Bed;394.07081545064375;66.0;0.0;20.0;1;0;2;12
none;10.0;10.0;9.0;93.0;10.0;None;flexible;1.0;0.97;No data;1.0;40.43648642515849;-3.675415840786495;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;45.0;0.0;0.0;1;0;12;34
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.36;No data;1.0;40.4329327409953;-3.6640232423966514;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;45.0;0.0;20.0;1;0;2;4
none;10.0;9.0;9.0;93.0;10.0;None;flexible;3.0;0.7;No data;3.0;40.42688229557486;-3.658609504642735;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;24.0;0.0;20.0;1;0;2;6
none;10.0;9.0;10.0;93.0;10.0;None;flexible;1.0;0.96;Palos do Moguer;1.0;40.40493446588195;-3.700678350243728;Apartment;Private room;1.0;1.0;1.0;Pull-out Sofa;394.07081545064375;23.0;0.0;5.0;1;15;1;18
none;10.0;9.0;9.0;87.0;9.0;None;strict;1.0;1.72;No data;1.0;40.40576475645943;-3.646757639536348;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;65.0;0.0;25.0;1;0;2;12
none;10.0;10.0;9.0;90.0;10.0;None;moderate;1.0;4.0;Embajadores;1.0;40.411786490357855;-3.700642502977432;Loft;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;42.0;200.0;20.0;2;12;3;4
none;10.0;10.0;10.0;90.0;10.0;None;moderate;2.0;0.34;Vallehermosa;4.0;40.440812067438586;-3.7173363496866942;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;30.0;0.0;0.0;1;0;2;2
none;10.0;10.0;10.0;95.0;10.0;None;flexible;1.0;1.59;Recoletos;1.0;40.4222619917314;-3.683236915226848;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;65.0;85.0;15.0;3;20;3;20
none;10.0;9.0;10.0;98.0;10.0;None;strict;1.0;2.14;No data;1.0;40.45372479435378;-3.681605826914065;Apartment;Entire home/apt;1.5;3.0;4.0;Real Bed;394.07081545064375;90.0;200.0;30.0;4;15;5;10
none;0.0;0.0;0.0;0.0;0.0;None;strict;97.0;0.0;Justicia;114.0;40.416348473516116;-3.712048905446065;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;15.0;1;0;10;0
none;9.0;10.0;9.0;93.0;10.0;None;flexible;1.0;0.15;Malasaña;1.0;40.42337392692928;-3.704522048928129;Apartment;Private room;1.0;2.0;2.0;Real Bed;394.07081545064375;40.0;0.0;15.0;1;0;2;3
none;9.0;10.0;9.0;93.0;9.0;None;flexible;2.0;1.71;La Latina;2.0;40.408324591369976;-3.7093612897359245;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;36.0;0.0;0.0;1;0;2;8
none;0.0;0.0;0.0;0.0;0.0;None;flexible;17.0;0.0;La Latina;17.0;40.411556437205455;-3.7125581414582696;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;30.0;0.0;0.0;1;0;7;0
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.383649435910186;-3.7249046925085683;House;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;70.0;0.0;0.0;1;0;1;0
none;9.0;9.0;8.0;70.0;7.0;None;strict;2.0;1.56;Embajadores;3.0;40.408288632040055;-3.701552251110465;Apartment;Entire home/apt;2.0;3.0;3.0;Real Bed;0.0;105.0;100.0;25.0;6;10;1;45
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;0.03;Gaztambide;1.0;40.43614782224136;-3.713756574462852;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;75.0;0.0;0.0;1;0;1;1
none;10.0;10.0;10.0;97.0;10.0;None;strict;8.0;1.58;Justicia;13.0;40.41633724987317;-3.712171919228758;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;59.0;120.0;35.0;2;15;1;29
none;10.0;10.0;10.0;92.0;10.0;None;flexible;5.0;4.92;Palos do Moguer;5.0;40.40582587373032;-3.6938757714330213;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;23.0;94.0;5.0;1;0;2;21
none;10.0;10.0;9.0;95.0;10.0;Santa Monica;strict;1.0;0.18;Santa Monica;1.0;34.019919872398425;-118.49682229952526;Apartment;Private room;2.0;1.0;1.0;Real Bed;394.07081545064375;95.0;0.0;50.0;1;0;7;4
none;9.0;9.0;9.0;83.0;9.0;None;strict;1.0;0.79;No data;1.0;41.37964877713;2.1691989638029887;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;38.0;0.0;0.0;1;0;1;9
none;0.0;0.0;0.0;0.0;0.0;None;flexible;11.0;0.0;Justicia;15.0;40.4132786945972;-3.7021796312701474;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;130.0;200.0;0.0;1;0;2;0
none;10.0;10.0;9.0;93.0;10.0;None;moderate;1.0;2.1;No data;1.0;40.424216350237714;-3.70015505248425;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;394.07081545064375;60.0;0.0;15.0;2;10;2;48
none;10.0;8.0;10.0;100.0;10.0;None;moderate;1.0;1.0;No data;1.0;40.397626631085295;-3.69571330174212;Apartment;Entire home/apt;2.0;3.0;4.0;Real Bed;394.07081545064375;99.0;0.0;0.0;4;0;3;1
none;10.0;10.0;10.0;98.0;10.0;None;moderate;1.0;4.3;La Latina;1.0;40.40970986322869;-3.7061960837311614;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;35.0;250.0;10.0;1;0;2;40
none;0.0;0.0;0.0;0.0;0.0;None;moderate;1.0;0.0;Rios Rosas;1.0;40.44455735510829;-3.7025422726886457;Apartment;Entire home/apt;1.0;2.0;1.0;Real Bed;394.07081545064375;75.0;0.0;30.0;2;10;3;0
none;10.0;10.0;10.0;96.0;10.0;None;moderate;6.0;2.56;Embajadores;6.0;40.41251617104874;-3.7021550407746022;Apartment;Entire home/apt;1.0;1.0;3.0;Real Bed;394.07081545064375;75.0;150.0;0.0;2;10;2;18
none;10.0;10.0;10.0;87.0;9.0;None;strict;5.0;0.43;Embajadores;5.0;40.411430608697856;-3.6970986392879897;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;150.0;250.0;30.0;1;0;2;3
none;10.0;10.0;10.0;100.0;10.0;None;moderate;2.0;0.9;Almagro;2.0;40.43100066843383;-3.695556582919644;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;33.0;0.0;0.0;1;0;1;27
none;10.0;8.0;8.0;95.0;8.0;None;strict;3.0;0.08;Legazpi;3.0;40.391664907181976;-3.6886854680516095;Apartment;Entire home/apt;2.0;2.0;2.0;Real Bed;394.07081545064375;100.0;0.0;50.0;3;50;3;7
none;6.0;10.0;8.0;60.0;2.0;None;strict;145.0;0.17;Rios Rosas;164.0;40.42011027261994;-3.710143942347894;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;80.0;200.0;50.0;2;10;2;1
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;No data;1.0;40.38404253377213;-3.667756096633616;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;18.0;0.0;0.0;1;0;1;0
none;10.0;9.0;9.0;90.0;9.0;None;flexible;1.0;0.5;L'Antiga Esquerra de l'Eixample;1.0;41.385471993792855;2.147697583429903;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;22.0;0.0;0.0;1;0;4;4
none;10.0;10.0;10.0;100.0;10.0;None;moderate;1.0;1.67;Palacio;1.0;40.4167101090169;-3.7106260020913067;Apartment;Private room;2.0;2.0;2.0;Real Bed;394.07081545064375;65.0;100.0;25.0;2;35;1;2
none;10.0;8.0;6.0;80.0;8.0;None;flexible;1.0;0.19;Carabanchel;1.0;40.38316747011336;-3.7212699574626575;Bed & Breakfast;Private room;1.0;1.0;2.0;Real Bed;394.07081545064375;38.0;0.0;0.0;1;0;2;1
none;10.0;9.0;9.0;91.0;10.0;None;moderate;1.0;2.41;Embajadores;1.0;40.411272359865706;-3.697699489820173;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;50.0;150.0;30.0;2;20;2;15
none;10.0;10.0;10.0;98.0;10.0;None;flexible;1.0;3.44;Embajadores;1.0;40.41152492725377;-3.699196170820692;Bed & Breakfast;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;35.0;0.0;0.0;1;15;3;107
none;7.0;10.0;7.0;70.0;7.0;None;strict;2.0;0.2;Malasaña;2.0;40.422573101422074;-3.7073593236878772;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;55.0;0.0;30.0;2;5;2;7
none;10.0;10.0;10.0;96.0;10.0;None;moderate;1.0;3.78;Palacio;1.0;40.41606845396018;-3.7111851204721535;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;90.0;100.0;40.0;1;0;3;73
none;10.0;10.0;10.0;100.0;10.0;None;flexible;1.0;1.0;No data;1.0;40.42601147322893;-3.7278739448627833;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;55.0;0.0;10.0;1;0;1;1
none;10.0;10.0;9.0;90.0;9.0;None;strict;2.0;2.15;La Latina;4.0;40.412483833995935;-3.711343906655386;Apartment;Entire home/apt;2.0;2.0;4.0;Real Bed;394.07081545064375;125.0;200.0;50.0;4;30;2;61
none;10.0;10.0;10.0;95.0;10.0;None;flexible;1.0;1.51;No data;1.0;40.41885516393575;-3.703374394147013;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;80.0;0.0;0.0;1;25;3;33
none;10.0;8.0;8.0;80.0;10.0;None;strict;145.0;0.08;Rios Rosas;164.0;40.41211759719943;-3.7051777811893416;Apartment;Entire home/apt;1.0;2.0;4.0;Real Bed;394.07081545064375;120.0;200.0;70.0;3;10;2;1
none;10.0;8.0;10.0;98.0;10.0;None;moderate;2.0;0.5;Carabanchel;2.0;40.38432355156139;-3.746261706525509;Apartment;Entire home/apt;2.0;3.0;6.0;Real Bed;394.07081545064375;72.0;0.0;0.0;4;15;3;21
none;10.0;10.0;10.0;96.0;10.0;None;moderate;3.0;1.2;Palacio;3.0;40.41442339580568;-3.7128471390446234;Apartment;Private room;1.0;1.0;1.0;Pull-out Sofa;394.07081545064375;25.0;175.0;20.0;1;0;3;17
none;10.0;10.0;9.0;94.0;10.0;None;strict;15.0;2.96;Recoletos;15.0;40.41679057831823;-3.706612567237373;Apartment;Entire home/apt;2.0;2.0;3.0;Real Bed;394.07081545064375;135.0;300.0;40.0;4;20;3;74
none;0.0;0.0;0.0;0.0;0.0;None;flexible;2.0;0.0;No data;2.0;40.40779323358685;-3.638519509344437;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;100.0;10.0;1;0;1;0
none;10.0;10.0;8.0;100.0;8.0;None;strict;2.0;0.36;No data;2.0;40.46935919576399;-3.6983579274388094;Apartment;Shared room;1.0;1.0;3.0;Real Bed;394.07081545064375;55.0;0.0;0.0;1;14;1;1
none;10.0;9.0;10.0;97.0;10.0;None;flexible;2.0;1.14;No data;2.0;40.4053517488946;-3.6501407983767313;Other;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;21.0;0.0;0.0;1;0;1;7
none;10.0;10.0;10.0;96.0;10.0;None;strict;1.0;2.04;Embajadores;1.0;40.408248205951686;-3.6984000303680653;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;200.0;20.0;1;0;4;73
none;10.0;10.0;10.0;95.0;10.0;None;flexible;1.0;0.98;Guindalera;1.0;40.4362575597277;-3.6745906554334833;Loft;Entire home/apt;1.0;0.0;2.0;Real Bed;394.07081545064375;55.0;0.0;20.0;2;15;3;8
none;10.0;10.0;9.0;92.0;10.0;None;moderate;5.0;3.72;Sol;5.0;40.41538282811069;-3.7068174553411537;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;109.0;150.0;25.0;2;20;2;105
none;10.0;9.0;9.0;92.0;9.0;None;flexible;1.0;2.15;Legazpi;1.0;40.38682909642864;-3.692015218388528;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;20.0;0.0;0.0;1;5;2;42
none;10.0;10.0;10.0;100.0;10.0;None;strict;129.0;0.09;No data;147.0;39.73406561255264;3.2734871294206456;House;Entire home/apt;2.0;4.0;5.0;Real Bed;394.07081545064375;102.0;0.0;90.0;1;0;5;1
none;10.0;10.0;9.0;100.0;9.0;None;strict;4.0;0.07;Sol;5.0;40.41262368426099;-3.7064666913632593;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;0.0;99.0;300.0;30.0;2;0;3;3
none;0.0;0.0;0.0;0.0;0.0;None;flexible;26.0;0.0;Arapiles;26.0;40.43156995714875;-3.7079583450507134;Apartment;Entire home/apt;1.0;1.0;1.0;Real Bed;394.07081545064375;50.0;0.0;0.0;1;0;2;0
none;10.0;10.0;10.0;100.0;9.0;None;strict;10.0;0.48;No data;11.0;39.53376736080971;2.714557379433917;Apartment;Entire home/apt;1.0;1.0;2.0;Real Bed;394.07081545064375;63.0;150.0;75.0;2;8;7;3
none;10.0;10.0;10.0;95.0;9.0;None;moderate;1.0;1.0;Lista;1.0;40.42965858781301;-3.675739036785524;Apartment;Entire home/apt;1.0;2.0;3.0;Real Bed;394.07081545064375;64.0;200.0;30.0;2;5;2;4
none;9.0;9.0;9.0;87.0;9.0;None;flexible;1.0;1.14;No data;1.0;40.41621706842805;-3.7045556448231856;Apartment;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;49.0;0.0;6.0;1;15;1;35
none;10.0;10.0;9.0;83.0;9.0;None;strict;1.0;0.85;Argüelles;1.0;40.425402016378285;-3.726207121152562;Apartment;Entire home/apt;1.0;2.0;2.0;Real Bed;394.07081545064375;35.0;100.0;30.0;2;10;4;8
none;0.0;0.0;0.0;0.0;0.0;None;flexible;1.0;0.0;Puente de Vallecas;1.0;40.38955046756523;-3.660101193595535;Condominium;Private room;1.0;1.0;1.0;Real Bed;394.07081545064375;25.0;0.0;0.0;1;0;1;0
none;10.0;10.0;10.0;100.0;10.0;None;strict;145.0;0.05;Rios Rosas;164.0;40.43608809247835;-3.701654616869778;Apartment;Entire home/apt;2.0;2.0;4.0;Real Bed;394.07081545064375;130.0;200.0;60.0;2;10;2;1
